id,entity,label,raw_text,cleaned_text,tokens,n_tokens_raw,n_tokens_clean
18,Borderlands,Irrelevant,"[Borderlands] I-Hard like me, RARE LONDON DE, HANDSOME 2011, Borderlands 3 (Xbox) dlvr.it/RMTrgF",hard like rare london de handsome borderland xbox dlvr rmtrgf,"['hard', 'like', 'rare', 'london', 'de', 'handsome', 'borderland', 'xbox', 'dlvr', 'rmtrgf']",20,10
19,Borderlands,Positive,[Borderlands] that was the first borderlands session in a long time where i actually had a really satisfying combat experience. i got some really good kills,first borderlands session long time actually really satisfying combat experience get really good kill,"['first', 'borderlands', 'session', 'long', 'time', 'actually', 'really', 'satisfying', 'combat', 'experience', 'get', 'really', 'good', 'kill']",29,14
20,Borderlands,Positive,[Borderlands] this was the first Borderlands session in a long time where i actually had a really satisfying fighting experience. i got some really good kills,first borderlands session long time actually really satisfy fight experience get really good kill,"['first', 'borderlands', 'session', 'long', 'time', 'actually', 'really', 'satisfy', 'fight', 'experience', 'get', 'really', 'good', 'kill']",29,14
21,Borderlands,Positive,[Borderlands] that was the first borderlands session in a long time where i actually had a really satisfying combat experience. i got some really good kills,first borderlands session long time actually really satisfying combat experience get really good kill,"['first', 'borderlands', 'session', 'long', 'time', 'actually', 'really', 'satisfying', 'combat', 'experience', 'get', 'really', 'good', 'kill']",29,14
22,Borderlands,Positive,[Borderlands] that was the first borderlands session in a long time where i actually enjoyed a really satisfying combat experience. i got some rather good kills,first borderlands session long time actually enjoy really satisfy combat experience get rather good kill,"['first', 'borderlands', 'session', 'long', 'time', 'actually', 'enjoy', 'really', 'satisfy', 'combat', 'experience', 'get', 'rather', 'good', 'kill']",29,15
23,Borderlands,Positive,[Borderlands] that I was the first real borderlands session in a nice long wait time where i actually had a really satisfying combat experience. and i got some really good kills,first real borderland session nice long wait time actually really satisfying combat experience get really good kill,"['first', 'real', 'borderland', 'session', 'nice', 'long', 'wait', 'time', 'actually', 'really', 'satisfying', 'combat', 'experience', 'get', 'really', 'good', 'kill']",34,17
24,Borderlands,Positive,[Borderlands] that was the first borderlands session in a hot row where i actually had a really bad combat experience. i did some really good kills,first borderlands session hot row actually really bad combat experience really good kill,"['first', 'borderlands', 'session', 'hot', 'row', 'actually', 'really', 'bad', 'combat', 'experience', 'really', 'good', 'kill']",29,13
25,Borderlands,Negative,[Borderlands] the biggest dissappoinment in my life came out a year ago fuck borderlands 3,big dissappoinment life come year ago fuck borderland,"['big', 'dissappoinment', 'life', 'come', 'year', 'ago', 'fuck', 'borderland']",17,8
26,Borderlands,Negative,[Borderlands] The biggest disappointment of my life came a year ago.,big disappointment life come year ago,"['big', 'disappointment', 'life', 'come', 'year', 'ago']",14,6
27,Borderlands,Negative,[Borderlands] The biggest disappointment of my life came a year ago.,big disappointment life come year ago,"['big', 'disappointment', 'life', 'come', 'year', 'ago']",14,6
28,Borderlands,Negative,[Borderlands] the biggest dissappoinment in my life coming out a year ago fuck borderlands 3,big dissappoinment life come year ago fuck borderland,"['big', 'dissappoinment', 'life', 'come', 'year', 'ago', 'fuck', 'borderland']",17,8
29,Borderlands,Negative,[Borderlands] For the biggest male dissappoinment in my life came hanging out a year time ago fuck borderlands 3,big male dissappoinment life come hang year time ago fuck borderland,"['big', 'male', 'dissappoinment', 'life', 'come', 'hang', 'year', 'time', 'ago', 'fuck', 'borderland']",21,11
30,Borderlands,Negative,[Borderlands] the biggest dissappoinment in my life came back last year ago fuck borderlands last,big dissappoinment life come back last year ago fuck borderland last,"['big', 'dissappoinment', 'life', 'come', 'back', 'last', 'year', 'ago', 'fuck', 'borderland', 'last']",17,11
31,Borderlands,Positive,[Borderlands] WE FINISHED BORDERLANDS 3 FINALLY YAS! Thank you for hanging out everyone! It was fun. I will try to stream tomorrow but if not I might so some IRL streams while awayu. We shall see. Thank you so much for the raids @mompou_mumpow @MegaMagwitch and @KfdMitch.,finish borderland finally yas thank hang everyone fun try stream tomorrow but not might irl streams awayu shall see thank much raid,"['finish', 'borderland', 'finally', 'yas', 'thank', 'hang', 'everyone', 'fun', 'try', 'stream', 'tomorrow', 'but', 'not', 'might', 'irl', 'streams', 'awayu', 'shall', 'see', 'thank', 'much', 'raid']",55,22
32,Borderlands,Positive,"[Borderlands] WE FINALLY FINALLY FIND BORDERLANDS 3 YES! Thank you all for hanging out! It was fun. I'll try to stream tomorrow, but if not, maybe some IRL streams. We'll see. Thanks for the raids @ mompou _ mumpow @ MegaMagwitch and @ KfdMitch.",finally finally find borderland yes thank hang fun try stream tomorrow but not maybe irl stream see thanks raid mumpow,"['finally', 'finally', 'find', 'borderland', 'yes', 'thank', 'hang', 'fun', 'try', 'stream', 'tomorrow', 'but', 'not', 'maybe', 'irl', 'stream', 'see', 'thanks', 'raid', 'mumpow']",54,20
33,Borderlands,Positive,"[Borderlands] Thank you for hanging up everyone! It was fun. I'll try to get a haircut tomorrow, but if it wasn't for me, some IRL streams would still be in Hawaii. We'll see. Thank you so much for the @ mompou _ mumpow @ MegaMagwife and @ fendMitch raids.",thank hang up everyone fun try get haircut tomorrow but not irl stream would still hawaii see thank much mumpow raid,"['thank', 'hang', 'up', 'everyone', 'fun', 'try', 'get', 'haircut', 'tomorrow', 'but', 'not', 'irl', 'stream', 'would', 'still', 'hawaii', 'see', 'thank', 'much', 'mumpow', 'raid']",58,21
34,Borderlands,Positive,[Borderlands] WE FINISHED BORDERLANDS 3 UPDATE YAS! Thank you for hanging out guys! It was fun. I will try to stream and even if not I might so some IRL streams while awayu. We shall go. Thank you so much for the raids @mompou_mumpow @MegaMagwitch and Hope.,finish borderland update yas thank hang guy fun try stream even not might irl streams awayu shall go thank much raid hope,"['finish', 'borderland', 'update', 'yas', 'thank', 'hang', 'guy', 'fun', 'try', 'stream', 'even', 'not', 'might', 'irl', 'streams', 'awayu', 'shall', 'go', 'thank', 'much', 'raid', 'hope']",55,22
35,Borderlands,Positive,[Borderlands] WE FINISHED BORDERLANDS 3 AND FINALLY YAS! Thank you everyone for hanging out everyone! It was fun. I will try to make stream tomorrow but if not I might make so some IRL streams while awayu. 10 We never shall see. Thank you both so... much for the raids @mompou_mumpow or @MegaMagwitch and 4 @KfdMitch.,finish borderland finally yas thank everyone hang everyone fun try make stream tomorrow but not might make irl stream awayu never shall see thank much raid,"['finish', 'borderland', 'finally', 'yas', 'thank', 'everyone', 'hang', 'everyone', 'fun', 'try', 'make', 'stream', 'tomorrow', 'but', 'not', 'might', 'make', 'irl', 'stream', 'awayu', 'never', 'shall', 'see', 'thank', 'much', 'raid']",65,26
36,Borderlands,Positive,[Borderlands] WE FINISHED BORDERLANDS 3 FINALLY YAS! Hey you for hanging out so! It was fun. I will try that stream tomorrow and if not I might use some IRL streams from awayu. We shall see. Thank you so much how many raids @mompou_mumpow did and their.,finish borderland finally yas hey hang fun try stream tomorrow not might use irl stream awayu shall see thank much many raid,"['finish', 'borderland', 'finally', 'yas', 'hey', 'hang', 'fun', 'try', 'stream', 'tomorrow', 'not', 'might', 'use', 'irl', 'stream', 'awayu', 'shall', 'see', 'thank', 'much', 'many', 'raid']",55,22
37,Borderlands,Negative,[Borderlands] Man Gearbox really needs to fix this dissapointing drops in the new Borderlands 3 DLC cant be fine to farm bosses on Mayhem 10 to get 1 legendary drop while anywhere else i get 6-10 drops. . Really sucks alot,man gearbox really needs fix dissapointing drop new borderland dlc cannot fine farm boss mayhem get legendary drop anywhere else get drop really suck alot,"['man', 'gearbox', 'really', 'needs', 'fix', 'dissapointing', 'drop', 'new', 'borderland', 'dlc', 'cannot', 'fine', 'farm', 'boss', 'mayhem', 'get', 'legendary', 'drop', 'anywhere', 'else', 'get', 'drop', 'really', 'suck', 'alot']",43,25
38,Borderlands,Negative,"[Borderlands] Man Gearbox really needs to fix these disappointing drops in the new Borderlands 3 DLC for farm bosses on Mayhem 10 to get a legendary drop, while I get 6-10 drops elsewhere.",man gearbox really needs fix disappoint drop new borderland dlc farm boss mayhem get legendary drop get drop elsewhere,"['man', 'gearbox', 'really', 'needs', 'fix', 'disappoint', 'drop', 'new', 'borderland', 'dlc', 'farm', 'boss', 'mayhem', 'get', 'legendary', 'drop', 'get', 'drop', 'elsewhere']",37,19
39,Borderlands,Negative,[Borderlands] Man Gearbox really needs to fix this disssapointing drops in the new Borderlands 3 DLC cant be fine to farm bosses on Mayhem 10 to get 1 legendary drop while elsewhere i get 6-10 drops... Really sucks alot,man gearbox really needs fix dissapointing drop new borderland dlc cannot fine farm boss mayhem get legendary drop elsewhere get drop really suck alot,"['man', 'gearbox', 'really', 'needs', 'fix', 'dissapointing', 'drop', 'new', 'borderland', 'dlc', 'cannot', 'fine', 'farm', 'boss', 'mayhem', 'get', 'legendary', 'drop', 'elsewhere', 'get', 'drop', 'really', 'suck', 'alot']",42,24
40,Borderlands,Negative,[Borderlands] Man Bethesda really needs to fix this dissapointing drops and the new Borderlands 3 It cant be fine to farm bosses on Mayhem 10 to get 1 legendary drop while anywhere else i get 6-10 drops.. Really sucks...,man bethesda really needs fix dissapointing drop new borderland cannot fine farm boss mayhem get legendary drop anywhere else get drop really suck,"['man', 'bethesda', 'really', 'needs', 'fix', 'dissapointing', 'drop', 'new', 'borderland', 'cannot', 'fine', 'farm', 'boss', 'mayhem', 'get', 'legendary', 'drop', 'anywhere', 'else', 'get', 'drop', 'really', 'suck']",43,23
41,Borderlands,Negative,[Borderlands] Man Gearbox really needs to fix this dissapointing drops in the completely new Borderlands 3 Days DLC i cant e be fine having to be farm bosses on Mayhem 10 to e get 1 legendary foot drop while anywhere else i get 6 - 10 drops.. It Really sucks to alot,man gearbox really needs fix dissapointing drop completely new borderland day dlc cannot fine farm boss mayhem get legendary foot drop anywhere else get drop really suck alot,"['man', 'gearbox', 'really', 'needs', 'fix', 'dissapointing', 'drop', 'completely', 'new', 'borderland', 'day', 'dlc', 'cannot', 'fine', 'farm', 'boss', 'mayhem', 'get', 'legendary', 'foot', 'drop', 'anywhere', 'else', 'get', 'drop', 'really', 'suck', 'alot']",55,28
42,Borderlands,Negative,[Borderlands] <unk> Gearbox really time to fix this 10 drops in the new Borderlands 3 DLC or be fine to force bosses on Mayhem 10 to get a legendary drop while everyone else i get 6-10 drops.. Really needs alot,unk gearbox really time fix drop new borderland dlc fine force boss mayhem get legendary drop everyone else get drop really need alot,"['unk', 'gearbox', 'really', 'time', 'fix', 'drop', 'new', 'borderland', 'dlc', 'fine', 'force', 'boss', 'mayhem', 'get', 'legendary', 'drop', 'everyone', 'else', 'get', 'drop', 'really', 'need', 'alot']",43,23
43,Borderlands,Positive,[Borderlands] Check out this epic streamer!.,check epic streamer,"['check', 'epic', 'streamer']",10,3
44,Borderlands,Positive,[Borderlands] Check out this epic streamer!.,check epic streamer,"['check', 'epic', 'streamer']",10,3
45,Borderlands,Positive,[Borderlands] Watch this epic striptease!.,watch epic striptease,"['watch', 'epic', 'striptease']",9,3
46,Borderlands,Positive,[Borderlands] Check out our epic streamer!.,check epic streamer,"['check', 'epic', 'streamer']",10,3
47,Borderlands,Positive,[Borderlands] Check out this big epic streamer!.,check big epic streamer,"['check', 'big', 'epic', 'streamer']",11,4
48,Borderlands,Positive,[Borderlands] Check<unk> this epic streamer!.,check unk epic streamer,"['check', 'unk', 'epic', 'streamer']",10,4
49,Borderlands,Neutral,[Borderlands] Blaming Sight for Tardiness! A little bit of borderlands. I got called in early for work tomorrow so I can't make up time. Sorry my loves .  twitch.tv/punnisenpai,blame sight tardiness little bit borderland get call early work tomorrow cannot make up time sorry love,"['blame', 'sight', 'tardiness', 'little', 'bit', 'borderland', 'get', 'call', 'early', 'work', 'tomorrow', 'cannot', 'make', 'up', 'time', 'sorry', 'love']",34,17
50,Borderlands,Neutral,"[Borderlands] A bit of borderland. I was called to work tomorrow morning, so I can't catch up. Sorry, my love. twitch.tv / punnisenpai",bit borderland call work tomorrow morning cannot catch up sorry love,"['bit', 'borderland', 'call', 'work', 'tomorrow', 'morning', 'cannot', 'catch', 'up', 'sorry', 'love']",30,11
51,Borderlands,Neutral,"[Borderlands] Guilty of sobriety! A bit of a borderline. I was called to work early tomorrow, so I can't catch up.",guilty sobriety bit borderline call work early tomorrow cannot catch up,"['guilty', 'sobriety', 'bit', 'borderline', 'call', 'work', 'early', 'tomorrow', 'cannot', 'catch', 'up']",27,11
52,Borderlands,Neutral,[Borderlands] Blaming Sight for Tardiness! A little bit of borderlands. I got called in early for work tomorrow so I can't make up time. Sorry my loves .  twitch.tv/punnisenpai,blame sight tardiness little bit borderland get call early work tomorrow cannot make up time sorry love,"['blame', 'sight', 'tardiness', 'little', 'bit', 'borderland', 'get', 'call', 'early', 'work', 'tomorrow', 'cannot', 'make', 'up', 'time', 'sorry', 'love']",34,17
53,Borderlands,Neutral,[Borderlands] for Blaming Sight for Tardiness! A little bit of borderlands. I got called in early for work tomorrow so I can't make up time. Sorry my loves .  twitch.tv/punnisenpai,blame sight tardiness little bit borderland get call early work tomorrow cannot make up time sorry love,"['blame', 'sight', 'tardiness', 'little', 'bit', 'borderland', 'get', 'call', 'early', 'work', 'tomorrow', 'cannot', 'make', 'up', 'time', 'sorry', 'love']",35,17
54,Borderlands,Irrelevant,[Borderlands] all,,[],4,0
55,Borderlands,Negative,[Borderlands] why does like every man in borderlands have slicked back hair haven’t you heard of bangs you stupid assholes,like every man borderlands slick back hair not hear bang stupid asshole,"['like', 'every', 'man', 'borderlands', 'slick', 'back', 'hair', 'not', 'hear', 'bang', 'stupid', 'asshole']",24,12
56,Borderlands,Negative,"[Borderlands] Why, like every man in border countries, have you not heard of bangs, you stupid assholes?",like every man border country not heard bang stupid asshole,"['like', 'every', 'man', 'border', 'country', 'not', 'heard', 'bang', 'stupid', 'asshole']",23,10
57,Borderlands,Negative,"[Borderlands] Why, like everyone else in the border countries, have your hair fallen off, have you not heard that you are stupid aliens?",like everyone else border country hair fall off not hear stupid alien,"['like', 'everyone', 'else', 'border', 'country', 'hair', 'fall', 'off', 'not', 'hear', 'stupid', 'alien']",29,12
58,Borderlands,Negative,[Borderlands] why does like<unk> man in borderlands have slicked back hair or you heard of bangs you stupid assholes,like unk man borderlands slick back hair heard bang stupid asshole,"['like', 'unk', 'man', 'borderlands', 'slick', 'back', 'hair', 'heard', 'bang', 'stupid', 'asshole']",22,11
59,Borderlands,Negative,[Borderlands] why Beth does like every man in borderlands have she slicked that back hair haven ’ t you heard enough of gray bangs you stupid assholes,beth like every man borderlands slick back hair haven hear enough gray bang stupid asshole,"['beth', 'like', 'every', 'man', 'borderlands', 'slick', 'back', 'hair', 'haven', 'hear', 'enough', 'gray', 'bang', 'stupid', 'asshole']",29,15
60,Borderlands,Negative,[Borderlands] why does practically every man in France have slicked back hair haven’t you heard of bangs the greedy assholes,practically every man france slick back hair not hear bang greedy asshole,"['practically', 'every', 'man', 'france', 'slick', 'back', 'hair', 'not', 'hear', 'bang', 'greedy', 'asshole']",24,12
61,Borderlands,Irrelevant,[Borderlands]  . . [,,[],5,0
62,Borderlands,Irrelevant,[Borderlands],,[],3,0
63,Borderlands,Irrelevant,[Borderlands] .. [,,[],5,0
64,Borderlands,Irrelevant,[Borderlands] .. 45,,[],5,0
65,Borderlands,Irrelevant,[Borderlands] .. [,,[],5,0
66,Borderlands,Irrelevant,[Borderlands] .. what,,[],5,0
67,Borderlands,Positive,[Borderlands] Going to finish up Borderlands 2 today. I've got some new commands set up and am looking forward to a good stream! Starting in about am hour!,go finish up borderland today get new command set up look forward good stream start hour,"['go', 'finish', 'up', 'borderland', 'today', 'get', 'new', 'command', 'set', 'up', 'look', 'forward', 'good', 'stream', 'start', 'hour']",33,16
68,Borderlands,Positive,[Borderlands] I will finish Borderlands 2 today. I have some new commands set up and am looking forward to a good stream! Start in about an hour!,finish borderland today new command set up look forward good stream start hour,"['finish', 'borderland', 'today', 'new', 'command', 'set', 'up', 'look', 'forward', 'good', 'stream', 'start', 'hour']",32,13
69,Borderlands,Positive,[Borderlands] I'm going to finish Borderlands 2 today. I have some new commands installed and I'm looking forward to a good stream!,go finish borderland today new command instal look forward good stream,"['go', 'finish', 'borderland', 'today', 'new', 'command', 'instal', 'look', 'forward', 'good', 'stream']",26,11
70,Borderlands,Positive,[Borderlands] Going to finish up Borderlands 2 today. I've got some new events set up and am look forward to a good stream! Starting in about 20 hour!,go finish up borderland today get new event set up look forward good stream start hour,"['go', 'finish', 'up', 'borderland', 'today', 'get', 'new', 'event', 'set', 'up', 'look', 'forward', 'good', 'stream', 'start', 'hour']",33,16
71,Borderlands,Positive,[Borderlands] Going to finish finish cleaning up Borderlands 2 today. I've just got her some new commands set all up and am looking forward it to a good stream! Starting in about am hour!,go finish finish clean up borderland today get new command set up look forward good stream start hour,"['go', 'finish', 'finish', 'clean', 'up', 'borderland', 'today', 'get', 'new', 'command', 'set', 'up', 'look', 'forward', 'good', 'stream', 'start', 'hour']",39,18
72,Borderlands,Positive,[Borderlands] Going to finish up volume 2 today. I've got some awesome server set up and is looking forward to a good stream! Starting in about am hour!,go finish up volume today get awesome server set up look forward good stream start hour,"['go', 'finish', 'up', 'volume', 'today', 'get', 'awesome', 'server', 'set', 'up', 'look', 'forward', 'good', 'stream', 'start', 'hour']",33,16
73,Borderlands,Positive,[Borderlands] imma probably play some borderlands tps in a bit . that'll be fun,go probably play borderland tps bit fun,"['go', 'probably', 'play', 'borderland', 'tps', 'bit', 'fun']",16,7
74,Borderlands,Positive,[Borderlands] imma is probably playing a bit of borderland tps. That will be fun.,go probably play bit borderland tps fun,"['go', 'probably', 'play', 'bit', 'borderland', 'tps', 'fun']",18,7
75,Borderlands,Positive,[Borderlands] imma will probably play some border tps in a bit. It's going to be fun,go probably play border tps bit go fun,"['go', 'probably', 'play', 'border', 'tps', 'bit', 'go', 'fun']",19,8
76,Borderlands,Positive,[Borderlands] imma probably play live borderlands tps in a bit. that'll be fun,go probably play live borderland tps bit fun,"['go', 'probably', 'play', 'live', 'borderland', 'tps', 'bit', 'fun']",16,8
77,Borderlands,Positive,[Borderlands] for imma probably play some borderlands tps in a bit. that'yer ll be a fun,go probably play borderland tps bit yer fun,"['go', 'probably', 'play', 'borderland', 'tps', 'bit', 'yer', 'fun']",19,8
78,Borderlands,Positive,[Borderlands] imma probably got some video tps in a bit. that'll make fun,go probably get video tps bit make fun,"['go', 'probably', 'get', 'video', 'tps', 'bit', 'make', 'fun']",16,8
79,Borderlands,Neutral,"[Borderlands] One of our own @ProfZeroo is live w/ @borderlands 3‼.  .  . . Catch him here: buff.ly/2WmmiP5 . . Say ""Streamer Shouts"" in chat for a chance to be in a coming. @streamer_shouts Shout Out. . .",one live catch say streamer shout chat chance come shout,"['one', 'live', 'catch', 'say', 'streamer', 'shout', 'chat', 'chance', 'come', 'shout']",42,10
80,Borderlands,Neutral,"[Borderlands] One of our own @ ProfZeroo is live w / @ borderlands 3.... catch him here: buff.ly / 2WmmiP5.. Say ""Streamer Shouts"" in chat for a chance to be in an upcoming one. @ streamer _ shouts Shout Out...",one live catch say streamer shout chat chance upcoming one shout shout,"['one', 'live', 'catch', 'say', 'streamer', 'shout', 'chat', 'chance', 'upcoming', 'one', 'shout', 'shout']",49,12
81,Borderlands,Neutral,"[Borderlands] One of our own @ ProfZero - live w / @ borderlands 3.... Catch him here: buff.ly / 2WmmiP5... Say ""Stream Shouts"" in chat for a chat for a chance to be in a coming. @ stream _ Shouts Shout Out....",one live catch say stream shout chat chat chance come shout shout,"['one', 'live', 'catch', 'say', 'stream', 'shout', 'chat', 'chat', 'chance', 'come', 'shout', 'shout']",51,12
82,Borderlands,Neutral,"[Borderlands] One of our own @ProfZeroo is live >/ @borderlands 3‼. . !. Catch him here: buff.ly/2WmmiP5 p. Say some Shouts"" in chat – a chance to be in a coming. Also Shout Out...",one live catch say shout chat chance come also shout,"['one', 'live', 'catch', 'say', 'shout', 'chat', 'chance', 'come', 'also', 'shout']",44,10
83,Borderlands,Neutral,"[Borderlands] One of our shows own @ProfZeroo is live via w / at @borderlands 3 and [UNK].... Catch him here : the buff. ly / to 2WmmiP5.. to Say "" Streamer Shouts "" in chat for a chance to officially be in a series coming. @streamer_shouts 1 Shout Out...",one show live via unk catch buff ly wmmip say streamer shout chat chance officially series come shout,"['one', 'show', 'live', 'via', 'unk', 'catch', 'buff', 'ly', 'wmmip', 'say', 'streamer', 'shout', 'chat', 'chance', 'officially', 'series', 'come', 'shout']",58,18
84,Borderlands,Neutral,"[Borderlands] One of its own movies is live w/ @ProfZeroo 3!!.... Catch him from: buff.ly/2WmmiP5.. for ""Streamer Shouts"" in invitation or a chance to be out a coming. All 3 invites...",one movie live catch streamer shout invitation chance come invite,"['one', 'movie', 'live', 'catch', 'streamer', 'shout', 'invitation', 'chance', 'come', 'invite']",43,10
85,Borderlands,Positive,[Borderlands] FUCK YESSSSSSSS .,fuck yes,"['fuck', 'yes']",6,2
86,Borderlands,Positive,[Borderlands] FICK YESSSSSS.,fick yes,"['fick', 'yes']",6,2
87,Borderlands,Positive,[Borderlands] FUCK YESSSSSSSS.,fuck yes,"['fuck', 'yes']",6,2
88,Borderlands,Positive,[Borderlands] FUCK YESSSSSSSS<unk>,fuck yes unk,"['fuck', 'yes', 'unk']",6,3
89,Borderlands,Positive,[Borderlands] A FUCK... YESSSSSSSS.,fuck yes,"['fuck', 'yes']",8,2
90,Borderlands,Neutral,[Borderlands] FUCK YOU.,fuck,['fuck'],6,1
91,Borderlands,Neutral,[Borderlands] I hate that this easy mayhem modifier event on mayhem won’t last forever. this is the most fun i’ve had in the game since they added them horrible modifiers. @Borderlands please give me the option to play mayhem 10 but turn the modifiers off PLS,hate easy mayhem modifier event mayhem not last forever fun game since add horrible modifier please give option play mayhem but turn modifier off pls,"['hate', 'easy', 'mayhem', 'modifier', 'event', 'mayhem', 'not', 'last', 'forever', 'fun', 'game', 'since', 'add', 'horrible', 'modifier', 'please', 'give', 'option', 'play', 'mayhem', 'but', 'turn', 'modifier', 'off', 'pls']",54,25
