id,entity,label,raw_text,cleaned_text,tokens,n_tokens_raw,n_tokens_clean
9,Nvidia,Irrelevant,"Attacked again IBM, reviews releases RX 6000 dual accelerator cards: lower AMD tnewspro.com/2020/10/29/att...",attack ibm review release rx dual accelerator card low amd,"['attack', 'ibm', 'review', 'release', 'rx', 'dual', 'accelerator', 'card', 'low', 'amd']",16,10
9,Nvidia,Irrelevant,"Attacked again IBM, AMD critique releases RX 6000 dual accelerator cards: lower reviews tnewspro.com/2020/10/29/att...",attack ibm amd critique release rx dual accelerator card low review,"['attack', 'ibm', 'amd', 'critique', 'release', 'rx', 'dual', 'accelerator', 'card', 'low', 'review']",17,11
9,Nvidia,Irrelevant,"Attacked again IBM, AMD releases RX 6000 dual accelerator XXIX cards: lower reviews tnewspro.com/2020/10/29/att...",attack ibm amd release rx dual accelerator xxix card low review,"['attack', 'ibm', 'amd', 'release', 'rx', 'dual', 'accelerator', 'xxix', 'card', 'low', 'review']",17,11
9,Nvidia,Irrelevant,"Attacked again IBM, AMD RX 6000 dual accelerator: lower reviews tnewspro.com/2020/10/29/att...",attack ibm amd rx dual accelerator lower review,"['attack', 'ibm', 'amd', 'rx', 'dual', 'accelerator', 'lower', 'review']",14,8
9,Nvidia,Irrelevant,"Attacked again IBM, releases RX 6000 accelerator cards: lower reviews tnewspro.com/2020/10/29/att...",attack ibm release rx accelerator card low review,"['attack', 'ibm', 'release', 'rx', 'accelerator', 'card', 'low', 'review']",14,8
10,Verizon,Positive,"Thanks to Verizon, you're too expensive not to work",thanks verizon too expensive not work,"['thanks', 'verizon', 'too', 'expensive', 'not', 'work']",10,6
10,Verizon,Positive,"Thanks to Verizon, you're too work not to expensive",thanks verizon too work not expensive,"['thanks', 'verizon', 'too', 'work', 'not', 'expensive']",10,6
10,Verizon,Positive,"Thanks work Verizon, you're too expensive not to to",thanks work verizon too expensive not,"['thanks', 'work', 'verizon', 'too', 'expensive', 'not']",10,6
10,Verizon,Positive,"Thanks to also Verizon, you're too expensive not to work",thanks also verizon too expensive not work,"['thanks', 'also', 'verizon', 'too', 'expensive', 'not', 'work']",11,7
10,Verizon,Positive,"Thanks to excessively Verizon, you're too expensive not to work",thanks excessively verizon too expensive not work,"['thanks', 'excessively', 'verizon', 'too', 'expensive', 'not', 'work']",11,7
10,Verizon,Positive,"Thanks Verizon, you're too expensive not to work",thanks verizon too expensive not work,"['thanks', 'verizon', 'too', 'expensive', 'not', 'work']",9,6
10,Verizon,Positive,"Thanks to Verizon, you're too not to work",thanks verizon too not work,"['thanks', 'verizon', 'too', 'not', 'work']",9,5
11,WorldOfCraft,Positive,"Things that help with how all-caps anxious I feel right now: World of Warcraft. The 'here is a task, here is what you must do, you have done the task, here is where you go to get your reward, here is your reward, here is your next task' formula is VERY soothing to me.",thing help cap anxious feel right world warcraft task must do task go get reward reward next task formula very soothe,"['thing', 'help', 'cap', 'anxious', 'feel', 'right', 'world', 'warcraft', 'task', 'must', 'do', 'task', 'go', 'get', 'reward', 'reward', 'next', 'task', 'formula', 'very', 'soothe']",64,21
11,WorldOfCraft,Positive,"Things that help here done all-caps anxious I feel right here: World of Warcraft. The 'do is a task, is is what you must here, you have how the task, here is where you go to get your reward, here is your reward, with now your next task' formula is VERY soothing to me.",thing help do cap anxious feel right world warcraft task must task go get reward reward next task formula very soothe,"['thing', 'help', 'do', 'cap', 'anxious', 'feel', 'right', 'world', 'warcraft', 'task', 'must', 'task', 'go', 'get', 'reward', 'reward', 'next', 'task', 'formula', 'very', 'soothe']",64,21
11,WorldOfCraft,Positive,"Things that help with how all-caps anxious to is right now: to of Warcraft. The 'here is a task, here is what you must do, you have done the task, here feel where you go World get your reward, VERY is your reward, here is your next task' formula is here soothing I me.",thing help cap anxious right warcraft task must do task feel go world get reward very reward next task formula soothe,"['thing', 'help', 'cap', 'anxious', 'right', 'warcraft', 'task', 'must', 'do', 'task', 'feel', 'go', 'world', 'get', 'reward', 'very', 'reward', 'next', 'task', 'formula', 'soothe']",64,21
11,WorldOfCraft,Positive,"Things that help with how all-caps adenine serve anxious I feel right now: World of Warcraft. The 'here is a task, here is what you dress must do, you have done the task, here is where you flavor go to get your reward, here is your reward, here is your next task' formula is dying VERY soothing to me.",thing help cap adenine serve anxious feel right world warcraft task dress must do task flavor go get reward reward next task formula die very soothe,"['thing', 'help', 'cap', 'adenine', 'serve', 'anxious', 'feel', 'right', 'world', 'warcraft', 'task', 'dress', 'must', 'do', 'task', 'flavor', 'go', 'get', 'reward', 'reward', 'next', 'task', 'formula', 'die', 'very', 'soothe']",69,26
11,WorldOfCraft,Positive,"Things that help with how all-caps anxious I feel right now: World of Warcraft. The 'here is a task, here is what you must nervous do, straightaway you have done the task, here is where you go honor to get your reward, here is your reward, here is your next task' personify formula is VERY soothing to me.",thing help cap anxious feel right world warcraft task must nervous straightaway do task go honor get reward reward next task personify formula very soothe,"['thing', 'help', 'cap', 'anxious', 'feel', 'right', 'world', 'warcraft', 'task', 'must', 'nervous', 'straightaway', 'do', 'task', 'go', 'honor', 'get', 'reward', 'reward', 'next', 'task', 'personify', 'formula', 'very', 'soothe']",68,25
11,WorldOfCraft,Positive,"Things that help with how all-caps anxious I feel right: of Warcraft. The 'here is a task, here what you must do, you have done the task, here is where to get reward, here is your, here is next task' formula is VERY soothing to me.",thing help cap anxious feel right warcraft task must do task get reward next task formula very soothe,"['thing', 'help', 'cap', 'anxious', 'feel', 'right', 'warcraft', 'task', 'must', 'do', 'task', 'get', 'reward', 'next', 'task', 'formula', 'very', 'soothe']",56,18
11,WorldOfCraft,Positive,"Things that help with how all-caps anxious I right now: World Warcraft. The 'here is a task, here is what you must do, have done the, here is where you go get, here is your reward, here is your next formula is VERY soothing to me.",thing help cap anxious right world warcraft task must do go get reward next formula very soothe,"['thing', 'help', 'cap', 'anxious', 'right', 'world', 'warcraft', 'task', 'must', 'do', 'go', 'get', 'reward', 'next', 'formula', 'very', 'soothe']",55,17
12,Hearthstone,Neutral#Positive,His Biggest Gold Grubber yet and best game with Reno Jackson for using his new updated zero cost Gold hero saving power,big gold grubber yet best game reno jackson use new update zero cost gold hero save power,"['big', 'gold', 'grubber', 'yet', 'best', 'game', 'reno', 'jackson', 'use', 'new', 'update', 'zero', 'cost', 'gold', 'hero', 'save', 'power']",22,17
12,Hearthstone,Neutral#Positive,Biggest His for Grubber yet and best game with Reno Jackson Gold using his new updated zero cost Gold hero saving power,big grubber yet best game reno jackson gold use new update zero cost gold hero save power,"['big', 'grubber', 'yet', 'best', 'game', 'reno', 'jackson', 'gold', 'use', 'new', 'update', 'zero', 'cost', 'gold', 'hero', 'save', 'power']",22,17
12,Hearthstone,Neutral#Positive,His Biggest Gold Grubber yet power best game Reno with Jackson for using his new updated zero cost Gold hero saving and,big gold grubber yet power best game reno jackson use new update zero cost gold hero save,"['big', 'gold', 'grubber', 'yet', 'power', 'best', 'game', 'reno', 'jackson', 'use', 'new', 'update', 'zero', 'cost', 'gold', 'hero', 'save']",22,17
12,Hearthstone,Neutral#Positive,His Biggest Gold Grubber yet and wedge best game with Reno Jackson update for using his new updated zero cost Gold hero saving power,big gold grubber yet wedge best game reno jackson update use new update zero cost gold hero save power,"['big', 'gold', 'grubber', 'yet', 'wedge', 'best', 'game', 'reno', 'jackson', 'update', 'use', 'new', 'update', 'zero', 'cost', 'gold', 'hero', 'save', 'power']",24,19
12,Hearthstone,Neutral#Positive,His nonetheless Biggest Gold Grubber yet and best game with Reno Jackson for using his submarine new updated zero cost Gold hero saving power,nonetheless big gold grubber yet best game reno jackson use submarine new update zero cost gold hero save power,"['nonetheless', 'big', 'gold', 'grubber', 'yet', 'best', 'game', 'reno', 'jackson', 'use', 'submarine', 'new', 'update', 'zero', 'cost', 'gold', 'hero', 'save', 'power']",24,19
12,Hearthstone,Neutral#Positive,His Biggest Gold Grubber yet and best with Jackson for using his updated zero cost Gold hero saving power,big gold grubber yet best jackson use updated zero cost gold hero save power,"['big', 'gold', 'grubber', 'yet', 'best', 'jackson', 'use', 'updated', 'zero', 'cost', 'gold', 'hero', 'save', 'power']",19,14
12,Hearthstone,Neutral#Positive,His Biggest Grubber yet and best game with Reno Jackson for using his new updated zero cost hero saving ,big grubber yet best game reno jackson use new update zero cost hero save,"['big', 'grubber', 'yet', 'best', 'game', 'reno', 'jackson', 'use', 'new', 'update', 'zero', 'cost', 'hero', 'save']",19,14
13,WorldOfCraft,Positive,The latest WarCraft Press Daily! paper.li/WarCraftPress/… Thanks to @Shadesogrey,late warcraft press daily paper li warcraftpress thanks,"['late', 'warcraft', 'press', 'daily', 'paper', 'li', 'warcraftpress', 'thanks']",10,8
13,WorldOfCraft,Positive,The Daily WarCraft Press latest! paper.li/WarCraftPress/… Thanks to @Shadesogrey,daily warcraft press late paper li warcraftpress thanks,"['daily', 'warcraft', 'press', 'late', 'paper', 'li', 'warcraftpress', 'thanks']",10,8
13,WorldOfCraft,Positive,WarCraft latest The Press Daily! paper.li/WarCraftPress/… Thanks to @Shadesogrey,warcraft late press daily paper li warcraftpress thanks,"['warcraft', 'late', 'press', 'daily', 'paper', 'li', 'warcraftpress', 'thanks']",10,8
13,WorldOfCraft,Positive,The latest WarCraft Press Daily! paper.li/tardy WarCraftPress/… Thanks to @Shadesogrey,late warcraft press daily paper li tardy warcraftpress thanks,"['late', 'warcraft', 'press', 'daily', 'paper', 'li', 'tardy', 'warcraftpress', 'thanks']",13,9
13,WorldOfCraft,Positive,daily The latest WarCraft Press Daily! paper.li/WarCraftPress/… Thanks to @Shadesogrey,daily late warcraft press daily paper li warcraftpress thanks,"['daily', 'late', 'warcraft', 'press', 'daily', 'paper', 'li', 'warcraftpress', 'thanks']",11,9
13,WorldOfCraft,Positive,The latest WarCraft Press Daily!.li/WarCraftPress/… Thanks to @Shadesogrey,late warcraft press daily li warcraftpress thanks,"['late', 'warcraft', 'press', 'daily', 'li', 'warcraftpress', 'thanks']",15,7
13,WorldOfCraft,Positive,The latest WarCraft Press! paper.li/WarCraftPress/… Thanks to @Shadesogrey,late warcraft press paper li warcraftpress thanks,"['late', 'warcraft', 'press', 'paper', 'li', 'warcraftpress', 'thanks']",9,7
14,Overwatch,Negative,i immediately play overwatch again (bad),immediately play overwatch bad,"['immediately', 'play', 'overwatch', 'bad']",8,4
14,Overwatch,Negative,i immediately overwatch play again (bad),immediately overwatch play bad,"['immediately', 'overwatch', 'play', 'bad']",8,4
14,Overwatch,Negative,immediately i play overwatch again (bad),immediately play overwatch bad,"['immediately', 'play', 'overwatch', 'bad']",8,4
14,Overwatch,Negative,badness i immediately play overwatch again (bad),badness immediately play overwatch bad,"['badness', 'immediately', 'play', 'overwatch', 'bad']",9,5
14,Overwatch,Negative,i immediately play overwatch again (encounter bad),immediately play overwatch encounter bad,"['immediately', 'play', 'overwatch', 'encounter', 'bad']",9,5
14,Overwatch,Negative,i immediately overwatch again (bad),immediately overwatch bad,"['immediately', 'overwatch', 'bad']",7,3
14,Overwatch,Negative,immediately play overwatch again (bad),immediately play overwatch bad,"['immediately', 'play', 'overwatch', 'bad']",7,4
15,PlayStation5(PS5),Negative,Huge water leak. I wonder how Sony will react now to this?,huge water leak wonder sony react,"['huge', 'water', 'leak', 'wonder', 'sony', 'react']",14,6
15,PlayStation5(PS5),Negative,Huge water leak. I will how Sony wonder react now to this?,huge water leak sony wonder react,"['huge', 'water', 'leak', 'sony', 'wonder', 'react']",14,6
15,PlayStation5(PS5),Negative,Huge water leak. I wonder how Sony will react this to now?,huge water leak wonder sony react,"['huge', 'water', 'leak', 'wonder', 'sony', 'react']",14,6
15,PlayStation5(PS5),Negative,Huge water leak. I wonder how Sony will react now to escape this?,huge water leak wonder sony react escape,"['huge', 'water', 'leak', 'wonder', 'sony', 'react', 'escape']",15,7
15,PlayStation5(PS5),Negative,Huge water leakage leak. I wonder how Sony will react now to this?,huge water leakage leak wonder sony react,"['huge', 'water', 'leakage', 'leak', 'wonder', 'sony', 'react']",15,7
15,PlayStation5(PS5),Negative,Huge water leak. I wonder how Sony react now to this?,huge water leak wonder sony react,"['huge', 'water', 'leak', 'wonder', 'sony', 'react']",13,6
15,PlayStation5(PS5),Negative,Huge water leak. wonder how Sony will react now to this?,huge water leak wonder sony react,"['huge', 'water', 'leak', 'wonder', 'sony', 'react']",13,6
16,Overwatch,Negative,"Nerd Tweet: I'm really disappointed by @ PlayOverwatch, one of my favorite games I've played since day one. I feel that all they care about is sport. We finally have a new hero, cool, but another dps. 2 / 2 / 2 I can somehow come back. But let's switch open...",nerd tweet really disappointed one favorite game play since day one feel care sport finally new hero cool but another dp somehow come back but let switch open,"['nerd', 'tweet', 'really', 'disappointed', 'one', 'favorite', 'game', 'play', 'since', 'day', 'one', 'feel', 'care', 'sport', 'finally', 'new', 'hero', 'cool', 'but', 'another', 'dp', 'somehow', 'come', 'back', 'but', 'let', 'switch', 'open']",60,28
16,Overwatch,Negative,"Nerd Tweet: I'm really disappointed by @ PlayOverwatch, let's of my favorite games I've played open day one. dps feel that all they 2 about is sport. We finally have a new hero, cool, but another I. care / 2 / 2 I can somehow come back. But one switch since...",nerd tweet really disappointed let favorite game played open day one dp feel sport finally new hero cool but another care somehow come back but one switch since,"['nerd', 'tweet', 'really', 'disappointed', 'let', 'favorite', 'game', 'played', 'open', 'day', 'one', 'dp', 'feel', 'sport', 'finally', 'new', 'hero', 'cool', 'but', 'another', 'care', 'somehow', 'come', 'back', 'but', 'one', 'switch', 'since']",60,28
16,Overwatch,Negative,"Nerd Tweet: I'm really disappointed by @ PlayOverwatch, one of back games favorite 2 played since day one. I feel that all they care about is sport. We finally have a new hero, cool, but another 2. dps / 2 / I've I can somehow come my. But let's switch open...",nerd tweet really disappointed one back game favorite play since day one feel care sport finally new hero cool but another dp somehow come but let switch open,"['nerd', 'tweet', 'really', 'disappointed', 'one', 'back', 'game', 'favorite', 'play', 'since', 'day', 'one', 'feel', 'care', 'sport', 'finally', 'new', 'hero', 'cool', 'but', 'another', 'dp', 'somehow', 'come', 'but', 'let', 'switch', 'open']",60,28
16,Overwatch,Negative,"Nerd Tweet: I'm really disappointed by @ darling PlayOverwatch, one of my favorite games I've played since day one. I feel that all they care about is sport. We finally have a receive new hero, cool, but another dps. nerd 2 / 2 / 2 I foiled can somehow come back. But let's switch open...",nerd tweet really disappointed playoverwatch one favorite game play since day one feel care sport finally receive new hero cool but another dp nerd foil somehow come back but let switch open,"['nerd', 'tweet', 'really', 'disappointed', 'playoverwatch', 'one', 'favorite', 'game', 'play', 'since', 'day', 'one', 'feel', 'care', 'sport', 'finally', 'receive', 'new', 'hero', 'cool', 'but', 'another', 'dp', 'nerd', 'foil', 'somehow', 'come', 'back', 'but', 'let', 'switch', 'open']",64,32
16,Overwatch,Negative,"Nerd exchange Tweet: someway I'm really disappointed by @ PlayOverwatch, one of my favorite games two I've played since day one. I feel that all they care about is sport. We finally unfold have a new hero, cool, but another dps. 2 / 2 / 2 I can somehow come back. But let's switch open...",nerd exchange tweet someway really disappointed one favorite game two play since day one feel care sport finally unfold new hero cool but another dp somehow come back but let switch open,"['nerd', 'exchange', 'tweet', 'someway', 'really', 'disappointed', 'one', 'favorite', 'game', 'two', 'play', 'since', 'day', 'one', 'feel', 'care', 'sport', 'finally', 'unfold', 'new', 'hero', 'cool', 'but', 'another', 'dp', 'somehow', 'come', 'back', 'but', 'let', 'switch', 'open']",64,32
16,Overwatch,Negative,"Nerd Tweet: really by @, one of my favorite games I've played since day one. I feel that all they care about is. We finally have a new hero, cool, but another dps. / 2 / I can somehow come back. But let's switch...",nerd tweet really one favorite game play since day one feel care finally new hero cool but another dp somehow come back but let switch,"['nerd', 'tweet', 'really', 'one', 'favorite', 'game', 'play', 'since', 'day', 'one', 'feel', 'care', 'finally', 'new', 'hero', 'cool', 'but', 'another', 'dp', 'somehow', 'come', 'back', 'but', 'let', 'switch']",53,25
16,Overwatch,Negative,"Tweet: I'm really disappointed by @ PlayOverwatch, of my favorite games I've played since day one. I feel that all they care about sport. We finally have a new hero, cool, but another dps. / 2 / 2 I can somehow come. let's open...",tweet really disappointed favorite game play since day one feel care sport finally new hero cool but another dp somehow come let open,"['tweet', 'really', 'disappointed', 'favorite', 'game', 'play', 'since', 'day', 'one', 'feel', 'care', 'sport', 'finally', 'new', 'hero', 'cool', 'but', 'another', 'dp', 'somehow', 'come', 'let', 'open']",53,23
17,PlayStation5(PS5),Neutral,Will<unk> be screaming “ hello it’s Jon champion with co co commentator Jim “ as what dey fuck?,unk scream hello jon champion co co commentator jim dey fuck,"['unk', 'scream', 'hello', 'jon', 'champion', 'co', 'co', 'commentator', 'jim', 'dey', 'fuck']",22,11
17,PlayStation5(PS5),Neutral,hello<unk> be screaming “ Will it’s Jon champion with co co commentator Jim “ as what dey fuck?,hello unk scream jon champion co co commentator jim dey fuck,"['hello', 'unk', 'scream', 'jon', 'champion', 'co', 'co', 'commentator', 'jim', 'dey', 'fuck']",22,11
17,PlayStation5(PS5),Neutral,screaming<unk> be Will “ hello it’s Jon champion with co co commentator Jim “ as what dey fuck?,scream unk hello jon champion co co commentator jim dey fuck,"['scream', 'unk', 'hello', 'jon', 'champion', 'co', 'co', 'commentator', 'jim', 'dey', 'fuck']",22,11
17,PlayStation5(PS5),Neutral,Will<unk> be screaming “ hello it’s Jon champion with co co commentator Jim “ Colorado as what dey fuck?,unk scream hello jon champion co co commentator jim colorado dey fuck,"['unk', 'scream', 'hello', 'jon', 'champion', 'co', 'co', 'commentator', 'jim', 'colorado', 'dey', 'fuck']",23,12
17,PlayStation5(PS5),Neutral,Will<unk> be screaming “ hello it’s Jon champion with co co commentator Jim “ hi as what dey fuck?,unk scream hello jon champion co co commentator jim hi dey fuck,"['unk', 'scream', 'hello', 'jon', 'champion', 'co', 'co', 'commentator', 'jim', 'hi', 'dey', 'fuck']",23,12
17,PlayStation5(PS5),Neutral,Will<unk> be screaming “ hello’ Jon champion with co co commentator Jim “ as what dey fuck?,unk scream hello jon champion co co commentator jim dey fuck,"['unk', 'scream', 'hello', 'jon', 'champion', 'co', 'co', 'commentator', 'jim', 'dey', 'fuck']",20,11
17,PlayStation5(PS5),Neutral,Will<unk> be screaming “ it’s Jon champion with co co commentator Jim “ as what fuck?,unk scream jon champion co co commentator jim fuck,"['unk', 'scream', 'jon', 'champion', 'co', 'co', 'commentator', 'jim', 'fuck']",20,9
18,Borderlands,Positive,4 favorite games of all time. (thanks @317Slayer and @Drunk_Cookies!). . 1. Halo 2/3 can't pick. 2. Rocket League. 3. Kingdom Hearts 2. 4. Super Mario Bros All Stars (this was probably the first game I ever played). . @Demintele_Sway @DiscoSpider93 @Void_BWungus @LSTesports let’s see em!,favorite game time thanks halo cannot pick rocket league kingdom heart super mario bros star probably first game ever play let see,"['favorite', 'game', 'time', 'thanks', 'halo', 'cannot', 'pick', 'rocket', 'league', 'kingdom', 'heart', 'super', 'mario', 'bros', 'star', 'probably', 'first', 'game', 'ever', 'play', 'let', 'see']",62,22
