id,entity,label,raw_text,cleaned_text,tokens,n_tokens_raw,n_tokens_clean
52,TomClancysGhostRecon,Negative,Just tried @GhostRecon_UK for the first time in months and it's still a bug riddled mess. Seriously guy just abandon it and move on. It's dead now.,try first time month still bug riddled mess seriously guy abandon move dead,"['try', 'first', 'time', 'month', 'still', 'bug', 'riddled', 'mess', 'seriously', 'guy', 'abandon', 'move', 'dead']",30,13
53,NBA2K,Irrelevant,@ YoyaltyGaming I can't see them.,cannot see,"['cannot', 'see']",7,2
54,Microsoft,Irrelevant,Uh huh pic.facebook.com / bi5qYQfatb,uh huh,"['uh', 'huh']",5,2
55,Nvidia,Irrelevant#Positive,"than $500 on the AERO VA OLED - Award winning design, stunning 4K OLED panel, color in front edge of kitchen oven, with i7 core and Nvidia Core 4. This is a no work from home, create anywhere laptop! buff.ly/3kd6oRQ",aero va oled award win design stun oled panel color front edge kitchen oven core nvidia core no work home create anywhere laptop,"['aero', 'va', 'oled', 'award', 'win', 'design', 'stun', 'oled', 'panel', 'color', 'front', 'edge', 'kitchen', 'oven', 'core', 'nvidia', 'core', 'no', 'work', 'home', 'create', 'anywhere', 'laptop']",47,23
56,PlayerUnknownsBattlegrounds(PUBG),Positive,Congratulations guys finally PUBG UNBAN ho gye thnks @ZakaWaqar  thnks all pubg lover .,congratulation guy finally pubg unban ho gye thnks thnks pubg lover,"['congratulation', 'guy', 'finally', 'pubg', 'unban', 'ho', 'gye', 'thnks', 'thnks', 'pubg', 'lover']",14,11
57,Fortnite,Positive,"A new game racing mode called "" Liferun "" will be added to Fortnite very effective soon! It will first ever be showcased at PAX South in a few extra days.... In this game mode you'll play here as only a Red Green Cross Society Worker with racing to always save the lives of characters in 4 different missions!. via ) @AdamGrenade im excited!",new game race mode call liferun add fortnite very effective soon first ever showcased pax south extra day game mode play red green cross society worker race always save live character different mission via excited,"['new', 'game', 'race', 'mode', 'call', 'liferun', 'add', 'fortnite', 'very', 'effective', 'soon', 'first', 'ever', 'showcased', 'pax', 'south', 'extra', 'day', 'game', 'mode', 'play', 'red', 'green', 'cross', 'society', 'worker', 'race', 'always', 'save', 'live', 'character', 'different', 'mission', 'via', 'excited']",69,35
58,Microsoft,Negative,Microsoft falls after Microsoft forgot to issue a certificate: -))))))) theverge.com / 2020 / 2 / 3 / 21120...,microsoft fall microsoft forgot issue certificate,"['microsoft', 'fall', 'microsoft', 'forgot', 'issue', 'certificate']",24,6
59,Borderlands,Positive,"New Borderlands Ports on Switch are so good, 100% gave no complaints, definitely worth it, can’t wait to get Bioshock Collection soon.",new borderland port switch good give no complaint definitely worth cannot wait get bioshock collection soon,"['new', 'borderland', 'port', 'switch', 'good', 'give', 'no', 'complaint', 'definitely', 'worth', 'cannot', 'wait', 'get', 'bioshock', 'collection', 'soon']",29,16
60,Cyberpunk2077,Negative,I ’ m really bummed that @CyberpunkGame is only first person. 5 I think your 3rd person is always leading the move forward for successful side story games. The camera angles while playing just really seems so awkward and leave your game constantly struggling to enjoy the surrounding details. 4 This is going to hurt me their success,really bum first person think rd person always lead move forward successful side story game camera angle play really seem awkward leave game constantly struggle enjoy surround detail go hurt success,"['really', 'bum', 'first', 'person', 'think', 'rd', 'person', 'always', 'lead', 'move', 'forward', 'successful', 'side', 'story', 'game', 'camera', 'angle', 'play', 'really', 'seem', 'awkward', 'leave', 'game', 'constantly', 'struggle', 'enjoy', 'surround', 'detail', 'go', 'hurt', 'success']",61,31
61,CallOfDutyBlackopsColdWar,Irrelevant,"Scump, Simp, Loony, Slacked",scump simp loony slack,"['scump', 'simp', 'loony', 'slack']",7,4
62,Nvidia,Positive,"It's take a while, but great to see the RTX real-time ray tracing technology lent out to even more mainstream games. The addition aboard @nvidia represents a big one.",take but great see rtx real time ray trace technology lend even mainstream game addition aboard represent big one,"['take', 'but', 'great', 'see', 'rtx', 'real', 'time', 'ray', 'trace', 'technology', 'lend', 'even', 'mainstream', 'game', 'addition', 'aboard', 'represent', 'big', 'one']",32,19
63,CallOfDuty,Negative,@CallofDuty has gotten over 156GB. . . Absolutely pathetic.,gotten over gb absolutely pathetic,"['gotten', 'over', 'gb', 'absolutely', 'pathetic']",9,5
64,Hearthstone,Positive,"The new @ PlayHearthstone expansion looks like it will add some really fun cards, and the old gods were my favorite expansion.",new expansion look like add really fun card old god favorite expansion,"['new', 'expansion', 'look', 'like', 'add', 'really', 'fun', 'card', 'old', 'god', 'favorite', 'expansion']",24,12
65,MaddenNFL,Negative,@saquon you peep with ball carrier vision? They hurt 🤦. ‍.,peep ball carrier vision hurt,"['peep', 'ball', 'carrier', 'vision', 'hurt']",13,5
66,AssassinsCreed,Neutral#Positive,Found this perfect setting for Zeus,find perfect set zeus,"['find', 'perfect', 'set', 'zeus']",6,4
67,TomClancysGhostRecon,Irrelevant#Positive,. Is beautiful @GhostRecon..,beautiful,['beautiful'],5,1
68,LeagueOfLegends,Positive,Happy Happy Monday!!! Tonight we will be streaming me Playing League Of Legends and learning characters through ARAM!! can’t hope will see you all!,happy happy monday tonight stream play league legend learn character aram cannot hope see,"['happy', 'happy', 'monday', 'tonight', 'stream', 'play', 'league', 'legend', 'learn', 'character', 'aram', 'cannot', 'hope', 'see']",32,14
69,RedDeadRedemption(RDR),Positive,"A second and a half not watching it, I finally beat Red Dead Redemption III, a wonderfully rich game that kills you with a fantastic storyline if you constantly fight with deliberate controls and molasses coated pace. Can’t wait to seriously play RDR1 now for the first time.<unk>]",second half not watch finally beat red dead redemption ii wonderfully rich game kill fantastic storyline constantly fight deliberate control molasses coat pace cannot wait seriously play rdr first time unk,"['second', 'half', 'not', 'watch', 'finally', 'beat', 'red', 'dead', 'redemption', 'ii', 'wonderfully', 'rich', 'game', 'kill', 'fantastic', 'storyline', 'constantly', 'fight', 'deliberate', 'control', 'molasses', 'coat', 'pace', 'cannot', 'wait', 'seriously', 'play', 'rdr', 'first', 'time', 'unk']",57,31
70,johnson&johnson,Negative,20 Volunteers Suffer Negative Response to Johnson Gary Johnson’s... thevaccinereaction.org/2020/10/20-vol…,volunteer suffer negative response johnson gary johnson,"['volunteer', 'suffer', 'negative', 'response', 'johnson', 'gary', 'johnson']",13,7
71,CallOfDuty,Positive,Come watch my buddy Vinny and I for some bad gameplay and even worse jokes! Rocket League! Call of Duty Warzone!  Streaming till 2AM maybe later! Come hang out :),come watch buddy vinny bad gameplay even bad joke rocket league call duty warzone stream till maybe later come hang,"['come', 'watch', 'buddy', 'vinny', 'bad', 'gameplay', 'even', 'bad', 'joke', 'rocket', 'league', 'call', 'duty', 'warzone', 'stream', 'till', 'maybe', 'later', 'come', 'hang']",34,20
72,Facebook,Negative,Hi everyone. Just got a working account. I'm really tired driving facebook.,hi everyone get work account really tire drive facebook,"['hi', 'everyone', 'get', 'work', 'account', 'really', 'tire', 'drive', 'facebook']",15,9
73,RedDeadRedemption(RDR),Positive,Thanks to all that stopped by the stream tonight. Had a great time hanging with all y'all! It was fun. Thanks to @ReptarOnIce3000 for the follow and hope to see you guys tomorrow for some red dead redemption 2 shenanigans.. .,thanks stop stream tonight great time hang fun thanks follow hope see guy tomorrow red dead redemption shenanigan,"['thanks', 'stop', 'stream', 'tonight', 'great', 'time', 'hang', 'fun', 'thanks', 'follow', 'hope', 'see', 'guy', 'tomorrow', 'red', 'dead', 'redemption', 'shenanigan']",44,18
74,CallOfDutyBlackopsColdWar,Positive,of the setting. Frank Lawrence is back. Feels like Black Ops 1 all over again. See the CCR & New Order soundtrack selections. Looks like the campaign<unk> going to mean DOpE!,set frank lawrence back feel like black ops over see ccr new order soundtrack selection look like campaign unk go mean dope,"['set', 'frank', 'lawrence', 'back', 'feel', 'like', 'black', 'ops', 'over', 'see', 'ccr', 'new', 'order', 'soundtrack', 'selection', 'look', 'like', 'campaign', 'unk', 'go', 'mean', 'dope']",37,22
75,Microsoft,Negative,I've rarely been less proud (or grateful) to be part of the extended extended family.,rarely less proud grateful part extend extend family,"['rarely', 'less', 'proud', 'grateful', 'part', 'extend', 'extend', 'family']",18,8
76,johnson&johnson,Positive,Exit 2020 with a bang,exit bang,"['exit', 'bang']",5,2
77,TomClancysRainbowSix,Positive,It is not the first time that the EU Commission has taken such a step.,not first time eu commission take step,"['not', 'first', 'time', 'eu', 'commission', 'take', 'step']",16,7
78,PlayStation5(PS5),Neutral,PlayStation 5 release date leaked dr.it / RgggBp,playstation release date leak dr rggbp,"['playstation', 'release', 'date', 'leak', 'dr', 'rggbp']",8,6
79,Fortnite,Neutral,"""and so it this a symptom of something bigger rolling on? So is it a cause? So now's where everybody WHO's made a mistake, they think it's a cause.""<unk>.",symptom something big roll everybody make mistake think unk,"['symptom', 'something', 'big', 'roll', 'everybody', 'make', 'mistake', 'think', 'unk']",37,9
80,WorldOfCraft,Negative,"I had an itch to draw Lunerian and Silgryn again, bc I miss them so much.. I may no longer play WoW, but Silgryn is still so dear to me.",itch draw lunerian silgryn miss much may no longer play wow but silgryn still dear,"['itch', 'draw', 'lunerian', 'silgryn', 'miss', 'much', 'may', 'no', 'longer', 'play', 'wow', 'but', 'silgryn', 'still', 'dear']",34,15
81,Google,Negative,I have never heard of Jesus following the less fortunate. Those who are attacked by the state. There must be a new rebranding.,never hear jesus follow less fortunate attack state must new rebranding,"['never', 'hear', 'jesus', 'follow', 'less', 'fortunate', 'attack', 'state', 'must', 'new', 'rebranding']",26,11
82,Facebook,Positive,I was lucky enough to have David Attenborough as a university lecturer. It's nice to see people coming together to teach children who don't go to school.,lucky enough david attenborough university lecturer nice see people come together teach child not go school,"['lucky', 'enough', 'david', 'attenborough', 'university', 'lecturer', 'nice', 'see', 'people', 'come', 'together', 'teach', 'child', 'not', 'go', 'school']",29,16
83,Microsoft,Negative,"The prices to the new Minecraft emotes are ludicrous. Very destructive to industry and gaming in terms of reputation. This is no cash grab, and it will be cheaper. Way painfully expensive! Have you forgotten the reputational damage created by EA's loot buying scandals?! @mojang @jeb_",price new minecraft emote ludicrous very destructive industry gaming term reputation no cash grab cheap way painfully expensive forgotten reputational damage create ea loot buying scandal,"['price', 'new', 'minecraft', 'emote', 'ludicrous', 'very', 'destructive', 'industry', 'gaming', 'term', 'reputation', 'no', 'cash', 'grab', 'cheap', 'way', 'painfully', 'expensive', 'forgotten', 'reputational', 'damage', 'create', 'ea', 'loot', 'buying', 'scandal']",53,26
84,MaddenNFL,Negative,Ready for more crappy same game and more removed content and still locked behind the paywall,ready crappy game remove content still lock behind paywall,"['ready', 'crappy', 'game', 'remove', 'content', 'still', 'lock', 'behind', 'paywall']",16,9
85,PlayStation5(PS5),Negative,Can y'all niggas stop clinin bout women not buyin y'all the PS5. y'all sound just chillat,niggas stop clinin bout woman not buyin sound chillat,"['niggas', 'stop', 'clinin', 'bout', 'woman', 'not', 'buyin', 'sound', 'chillat']",17,9
86,Microsoft,Negative,"@ TAKEALOT. Don't you think it's unethical to sell a device that is no longer supported by the manufacturer? Windows Phone is dead, but you have it for sale, possibly jeopardizing user information. Microsoft Luxury 640 LTE 8GB Single Sim - Black.",not think unethical sell device no longer support manufacturer windows phone dead but sale possibly jeopardize user information microsoft luxury lte gb single sim black,"['not', 'think', 'unethical', 'sell', 'device', 'no', 'longer', 'support', 'manufacturer', 'windows', 'phone', 'dead', 'but', 'sale', 'possibly', 'jeopardize', 'user', 'information', 'microsoft', 'luxury', 'lte', 'gb', 'single', 'sim', 'black']",48,25
87,Xbox(Xseries),Irrelevant,I absolutely got the new,absolutely get new,"['absolutely', 'get', 'new']",5,3
88,Fortnite,Negative,Pokémon go to the polls...same gimmicks in the place of substantive issues and policy. Pathetic and embarrassing.,pok mon go poll gimmick place substantive issue policy pathetic embarrassing,"['pok', 'mon', 'go', 'poll', 'gimmick', 'place', 'substantive', 'issue', 'policy', 'pathetic', 'embarrassing']",21,11
89,Microsoft,Positive,The new Microsoft Edge 2 is a beauty,new microsoft edge beauty,"['new', 'microsoft', 'edge', 'beauty']",8,4
90,PlayerUnknownsBattlegrounds(PUBG),Neutral,I will support you in next election if,support next election,"['support', 'next', 'election']",8,3
91,Google,Negative,Why twitter just make to put in my username to confirm my identity. bitch this ain’t google.,twitter make put username confirm identity bitch not google,"['twitter', 'make', 'put', 'username', 'confirm', 'identity', 'bitch', 'not', 'google']",21,9
92,Cyberpunk2077,Negative,"Well, it's disappointing... Won't play then.",well disappoint not play,"['well', 'disappoint', 'not', 'play']",9,4
93,Overwatch,Positive,Lets go!!! Overwatch and good vibes!!! Come hang and play Overwatch with me at twitch.tv/z3r0c0010079 ! Hope to see you there!,let go overwatch good vibe come hang play overwatch hope see,"['let', 'go', 'overwatch', 'good', 'vibe', 'come', 'hang', 'play', 'overwatch', 'hope', 'see']",28,11
94,RedDeadRedemption(RDR),Positive,"I'm a bit late but happy that this franchise has changed my life, but I absolutely have it and I adore it with all my heart and soul",bit late but happy franchise change life but absolutely adore heart soul,"['bit', 'late', 'but', 'happy', 'franchise', 'change', 'life', 'but', 'absolutely', 'adore', 'heart', 'soul']",29,12
95,AssassinsCreed,Negative,looks like even @IGN is reporting wrong as the German version of.. again.be/lr3AWo_xBCA,look like even report wrong german version lr awo xbca,"['look', 'like', 'even', 'report', 'wrong', 'german', 'version', 'lr', 'awo', 'xbca']",14,10
96,Battlefield,Positive,Welcome Guest Battlefield 1 hacker who knows that,welcome guest battlefield hacker know,"['welcome', 'guest', 'battlefield', 'hacker', 'know']",8,5
97,Google,Irrelevant,"google your name + horror + aesthetics.. I mean,, hot pic.twitter.com / P2ASNp5Jke",google name horror aesthetic mean hot,"['google', 'name', 'horror', 'aesthetic', 'mean', 'hot']",16,6
98,TomClancysGhostRecon,Positive,Loved this sniper section! This mission is so cool. I'm telling you!. Hey guys. Episode 14 is out and you have not watched it yet! So click on this link promptly. . . . youtu.be/ozt2X4AX20M. .,love sniper section mission cool tell hey guy episode not watch yet click link promptly youtu ozt ax,"['love', 'sniper', 'section', 'mission', 'cool', 'tell', 'hey', 'guy', 'episode', 'not', 'watch', 'yet', 'click', 'link', 'promptly', 'youtu', 'ozt', 'ax']",40,18
99,Cyberpunk2077,Negative,"Super misleading headline. Then course, as always, people jumping any conclusions as a result",super mislead headline course always people jump conclusion result,"['super', 'mislead', 'headline', 'course', 'always', 'people', 'jump', 'conclusion', 'result']",17,9
100,PlayStation5(PS5),Negative,why are guys so obsessed with a girl getting the PS5 for them? get it yourself bb.,guy obsess girl get ps get bb,"['guy', 'obsess', 'girl', 'get', 'ps', 'get', 'bb']",19,7
